,lemma,main form,text,ent,count_terms,chi2
1638,projet ia,projet ia,projets IA | projet IA,,5,36.98298133157454
1639,société californien,société californienne,société californienne,,5,36.071373547604765
1640,relation fournisseur,relation fournisseur,relations fournisseurs | relation fournisseur | relation fournisseurs,,5,36.98298133157454
1641,lien social,lien social,lien social | liens sociaux,,5,43.285648257125715
1642,image satellitaire,images satellitaires,images satellitaires,,5,50.499922966646665
1643,courant électrique,courant électrique,courant électrique,,5,36.071373547604765
1644,université harvard,université harvard,université Harvard | Université Harvard,,5,43.285648257125715
1645,image issu,images issues,images issues,,5,36.071373547604765
1646,big mamma,big mama,Big Mama,,5,36.071373547604765
1647,université pierre,université pierre,université Pierre | Université Pierre,,5,36.071373547604765
1648,bon conduite,bonne conduite,bonne conduite | bonnes conduites,,5,43.285648257125715
1649,contrôle qualité,contrôle qualité,contrôle qualité,,5,50.49992296664667
1650,implication éthique,implications éthiques,implications éthiques,,5,43.285648257125715
1651,pierre noir,pierres noires,pierres noires,,5,36.071373547604765
1652,physique quantique,physique quantique,physique quantique,,5,36.071373547604765
1653,solution nouveau,solution nouvelle,solutions nouvelles | solution nouvelle,,5,36.071373547604765
1654,solution miracle,solution miracle,solution miracle | solutions miracles,,5,36.98298133157454
1655,énorme problème,énorme problème,énormes problèmes | énorme problème,,5,36.071373547604765
1656,contenu litigieux,contenus litigieux,contenus litigieux,,5,36.071373547604765
1657,expertise métier,expertise métier,expertise métier,,5,43.28564825712572
1658,contenu problématique,contenus problématiques,contenus problématiques,,5,36.071373547604765
1659,solution informatique,solution informatique,solutions informatiques | solution informatique,,5,36.071373547604765
1660,bon produit,bon produit,bon produit | bons produits,,5,36.071373547604765
1661,expert international,experts internationaux,experts internationaux,,5,36.071373547604765
1662,tâche pénible,tâches pénibles,tâches pénibles,,5,36.071373547604765
1663,tâche routinier,tâches routinières,tâches routinières,,5,43.28564825712572
1664,impression 3d.,impression 3d.,impression 3D.,,5,36.071373547604765
1665,solution digital,solution digitale,solutions digitales | solution digitale,,5,43.28564825712572
1666,solution concret,solutions concrètes,solutions concrètes,,5,36.071373547604765
1667,offensif autonome,offensif autonome,offensif autonome | offensives autonomes,,5,36.071373547604765
1668,solution complet,solution complète,solution complète,,5,36.071373547604765
1669,énergie atomique,énergie atomique,énergie atomique,,5,36.071373547604765
1670,solution cloud,solution cloud,solution cloud | solutions cloud | solution Cloud,,5,36.071373547604765
1671,télescope spatial,télescope spatial,télescope spatial | télescopes spatiaux,,5,59.17277013051927
1672,pierre blanc,pierre blanc,Pierre Blanc | pierre blanche,,5,36.071373547604765
1673,solution alternatif,solution alternative,solutions alternatives | solution alternative,,5,36.071373547604765
1674,bon humeur,bonne humeur,bonne humeur,,5,36.071373547604765
1675,contrainte réglementaire,contraintes réglementaires,contraintes réglementaires,,5,36.071373547604765
1676,contrat social,contrat social,contrat social | contrats sociaux,,5,64.92847238568858
1677,propre service,propre service,propres services | propre service,,5,36.071373547604765
1678,action collectif,action collective,action collective | actions collectives,,5,36.071373547604765
1679,petit appareil,petit appareil,petits appareils | petit appareil,,5,36.071373547604765
1680,modification génétique,modification génétique,modifications génétiques | modification génétique,,5,44.37957759788945
1681,cent an,cents ans,cents ans,,5,36.071373547604765
1682,cellule tumoral,cellule tumorale,cellules tumorales | cellule tumorale,,5,51.77617386420436
1683,a. d.,a. d.,A. D.,,5,36.071373547604765
1684,intérêt collectif,intérêt collectif,intérêts collectifs | intérêt collectif,,5,36.071373547604765
1685,film her,film her,film Her,,5,43.285648257125715
1686,fonction public,fonction publique,fonction publique,,5,43.285648257125715
1687,fonction rh,fonction rh,fonction RH | fonctions RH,,5,43.285648257125715
1688,filière universitaire,filières universitaires,filières universitaires,,5,43.28564825712572
1689,sécurité intérieur,sécurité intérieure,sécurité intérieure | Sécurité Intérieure,,5,36.071373547604765
1690,territoire français,territoire français,territoire français,,5,36.071373547604765
1691,fonction éthique,fonction éthique,fonction éthique,,5,36.071373547604765
1692,patient grâce,patients grâce,patients grâce,,5,36.071373547604765
1693,intuition humain,intuition humaine,intuition humaine,,5,36.071373547604765
1694,john mccarthy,john mccarthy,John McCarthy,,5,43.285648257125715
1695,précédent thi,précédent this,précédent This,,5,36.071373547604765
1696,monde agricole,monde agricole,monde agricole,,5,36.071373547604765
1697,intervalle régulier,intervalles réguliers,intervalles réguliers | intervalles régulières,,5,36.071373547604765
1698,système solaire,système solaire,système solaire | Système solaire,,5,59.17277013051927
1699,pépite français,pépite française,pépites françaises | pépite française,,5,43.28564825712572
1700,jeune âge,jeune âge,jeune âge,,5,36.071373547604765
1701,système scolaire,système scolaire,système scolaire | systèmes scolaires,,5,36.071373547604765
1702,patrimoine génétique,patrimoine génétique,patrimoine génétique | patrimoines génétiques,,5,36.071373547604765
1703,test sanguin,test sanguin,test sanguin | tests sanguins,,5,36.071373547604765
1704,système juridique,système juridique,systèmes juridiques | système juridique,,5,43.285648257125715
1705,texte officiel,texte officiel,texte officiel | Texte officiel | textes officiels,,5,36.071373547604765
1706,système critique,systèmes critiques,systèmes critiques | Systèmes critiques | système critiques,,5,44.37957759788945
1707,terme générique,terme générique,terme générique | termes génériques,,5,36.071373547604765
1708,jeu olympique,jeux olympiques,Jeux olympiques | Jeux Olympiques,,5,36.071373547604765
1709,centre européen,centre européen,centre européen | centres européens | Centre européen,,5,36.071373547604765
1710,christophe bourguignat,christophe bourguignat,Christophe Bourguignat,,5,64.9284723856886
1711,technologie informatique,technologie informatique,technologies informatiques | technologie informatique,,5,36.071373547604765
1712,modélisation 3d,modélisation 3d,modélisation 3D,,5,43.285648257125715
1713,modérateur humain,modérateur humain,modérateurs humains | modérateur humain,,5,36.071373547604765
1714,technologie cognitif,technologie cognitive,technologies cognitives | technologie cognitive,,5,36.071373547604765
1715,technologie propriétaire,technologie propriétaire,technologie propriétaire | technologies propriétaires,,5,36.071373547604765
1716,technologie puissant,technologie puissante,technologie puissante | technologies puissantes,,5,36.071373547604765
1717,moelle épinière,moelle épinière,moelle épinière,,5,36.071373547604765
1718,jean-claude heudin,jean-claude heudin,Jean-Claude Heudin,,5,57.71419767616763
1719,technologie sophistiquer,technologie sophistiquée,technologies sophistiquées | technologie sophistiquée,,5,36.071373547604765
1720,technologie actuel,technologie actuelle,technologies actuelles | technologie actuelle,,5,36.071373547604765
1721,être vivant,êtres vivants,êtres vivants,,5,36.071373547604765
1722,chaîne youtube,chaîne youtube,chaîne YouTube | chaîne Youtube,,5,36.071373547604765
1723,part important,part importante,part importante | parts importantes,,5,36.071373547604765
1724,j.-c.,j.-c.,J.-C.,,5,36.071373547604765
1725,champion humain,champion humain,champion humain | champions humains,,5,36.071373547604765
1726,partenaire social,partenaires sociaux,partenaires sociaux,,5,50.49992296664667
1727,chinois huawei,chinois huawei,chinois Huawei | chinoise Huawei,,5,36.071373547604765
1728,temps fort,temps forts,Temps forts | temps forts,,5,36.071373547604765
1729,temps normal,temps normal,temps normal,,5,36.071373547604765
1730,taille moyen,taille moyenne,taille moyenne,,5,36.071373547604765
1731,temps presse,temps presse,temps presse,,5,36.071373547604765
1732,inégalité intellectuel,inégalités intellectuelles,inégalités intellectuelles,,5,79.35702180473048
1733,tablette tactile,tablette tactile,tablette tactile | tablettes tactiles,,5,36.071373547604765
1734,investisseur priver,investisseurs privés,investisseurs privés,,5,36.071373547604765
1735,tendance technologique,tendances technologiques,tendances technologiques,,5,36.071373547604765
1736,fibre optique,fibre optique,fibre optique | fibres optiques,,5,50.499922966646665
1737,outil traditionnel,outils traditionnels,outils traditionnels,,5,36.071373547604765
1738,propre solution,propre solution,propre solution | propres solutions,,5,36.071373547604765
1739,question récurrent,question récurrente,question récurrente | questions récurrentes,,5,36.071373547604765
1740,institut mines,institut mines,Institut Mines,,5,50.499922966646665
1741,institut interdisciplinaire,instituts interdisciplinaires,institut interdisciplinaire | instituts interdisciplinaires | instituts Interdisciplinaires | Instituts interdisciplinaires,,5,36.98298133157454
1742,question central,question centrale,question centrale,,5,36.071373547604765
1743,sujet sensible,sujet sensible,sujet sensible,,5,36.071373547604765
1744,question essentiel,question essentielle,question essentielle,,5,36.071373547604765
1745,question important,question importante,question importante | questions importantes | Question importante,,5,36.071373547604765
1746,question majeur,question majeure,questions majeures | question majeure,,5,36.071373547604765
1747,julie desk,julie desk,Julie Desk,,5,43.28564825712572
1748,suivi médical,suivi médical,suivi médical,,5,36.071373547604765
1749,acteur américain,acteur américain,acteurs américains | actrice américaine | acteur américain,,5,36.071373547604765
1750,suite sélection,suite sélection,suite Sélection,,5,36.071373547604765
1751,personnalité public,personnalité publique,personnalités publiques | personnalité publique,,5,36.071373547604765
1752,question scientifique,questions scientifiques,questions scientifiques,,5,36.071373547604765
1753,thermostat connecter,thermostat connecté,thermostat connecté,,5,50.499922966646665
1754,état général,états généraux,état général | états généraux | États généraux,,5,79.35702180473048
1755,campagne marketing,campagnes marketing,campagnes marketing,,5,36.071373547604765
1756,innovation numérique,innovation numérique,innovation numérique | innovations numériques | Innovation numérique,,5,36.071373547604765
1757,montant total,montant total,montant total,,5,36.071373547604765
1758,innovation digital,innovation digital,innovation digitale | innovations digitales | innovation digital,,5,57.714197676167615
1759,état américain,état américain,État américain | États américains,,5,36.071373547604765
1760,acteur économique,acteurs économiques,acteurs économiques,,5,36.071373547604765
1761,stuart russell,stuart russell,Stuart Russell,,5,43.28564825712572
1762,comportement anormal,comportement anormal,comportements anormaux | comportement anormal,,5,36.071373547604765
1763,propre système,propre système,propres systèmes | propre système,,5,36.071373547604765
1764,faible nombre,faible nombre,faible nombre,,5,36.071373547604765
1765,faible niveau,faible niveau,faible niveau,,5,36.071373547604765
1766,mission spatial,mission spatiale,mission spatiale | missions spatiales,,5,50.499922966646665
1767,institut supérieur,institut supérieur,Institut supérieur | Institut Supérieur,,5,43.285648257125715
1768,performance énergétique,performance énergétique,performances énergétiques | performance énergétique,,5,43.285648257125715
1769,jp morgan,jp morgan,JP Morgan,,5,57.714197676167615
1770,cloud public,cloud public,clouds publics | cloud public,,5,36.071373547604765
1771,interface conversationnel,interfaces conversationnelles,Interfaces conversationnelles | interface conversationnelle | interfaces conversationnelles,,5,43.285648257125715
1772,outil prédictif,outil prédictif,outils prédictifs | outil prédictif,,5,36.071373547604765
1773,fonds lever,fonds levés,fonds levés,,5,36.071373547604765
1774,outil performant,outil performant,outils performants | outil performant,,5,36.071373547604765
1775,monde physique,monde physique,monde physique,,5,43.285648257125715
1776,syndicat étudiant,syndicat étudiant,syndicat étudiant | syndicats étudiants,,5,44.37957759788945
1777,interaction humain,interaction humaine,interaction humaine | interactions humaines,,5,36.071373547604765
